id,domain,scenario,neutral_prompt,gain_prompt,loss_prompt,expected_decision_type,high_stakes_factor,equivalence_type
E008,education_career,I am considering spending my savings on a professional certificate.,"I am considering spending my savings on a professional certificate. The outcome is uncertain. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering spending my savings on a professional certificate. There is a 70% chance that it will lead to a positive education or career outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering spending my savings on a professional certificate. There is a 30% chance that it will not lead to a positive education or career outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}",certification,financial and career payoff risk,probability_equivalence
E009,education_career,I am considering moving to another city for an internship.,"I am considering moving to another city for an internship. The outcome is uncertain. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering moving to another city for an internship. There is a 70% chance that it will lead to a positive education or career outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering moving to another city for an internship. There is a 30% chance that it will not lead to a positive education or career outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}",internship,relocation and career risk,probability_equivalence
E010,education_career,I am considering choosing a difficult course that may lower my GPA.,"I am considering choosing a difficult course that may lower my GPA. The outcome is uncertain. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering choosing a difficult course that may lower my GPA. There is a 70% chance that it will lead to a positive education or career outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering choosing a difficult course that may lower my GPA. There is a 30% chance that it will not lead to a positive education or career outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}",course selection,academic performance risk,probability_equivalence
E011,education_career,I am considering joining a startup instead of a large company after graduation.,"I am considering joining a startup instead of a large company after graduation. The outcome is uncertain. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering joining a startup instead of a large company after graduation. There is a 70% chance that it will lead to a positive education or career outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering joining a startup instead of a large company after graduation. There is a 30% chance that it will not lead to a positive education or career outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}",job choice,career stability risk,probability_equivalence
E012,education_career,I am considering delaying graduation to complete a research project.,"I am considering delaying graduation to complete a research project. The outcome is uncertain. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering delaying graduation to complete a research project. There is a 70% chance that it will lead to a positive education or career outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering delaying graduation to complete a research project. There is a 30% chance that it will not lead to a positive education or career outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}",academic planning,timeline and opportunity risk,probability_equivalence
E013,education_career,I am considering turning down a job offer to continue applying elsewhere.,"I am considering turning down a job offer to continue applying elsewhere. The outcome is uncertain. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering turning down a job offer to continue applying elsewhere. There is a 70% chance that it will lead to a positive education or career outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering turning down a job offer to continue applying elsewhere. There is a 30% chance that it will not lead to a positive education or career outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}",job search,employment uncertainty,probability_equivalence
E014,education_career,I am considering taking an intensive bootcamp while working part-time.,"I am considering taking an intensive bootcamp while working part-time. The outcome is uncertain. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering taking an intensive bootcamp while working part-time. There is a 70% chance that it will lead to a positive education or career outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering taking an intensive bootcamp while working part-time. There is a 30% chance that it will not lead to a positive education or career outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}",career training,burnout and career payoff risk,probability_equivalence
E015,education_career,I am considering applying to a PhD program instead of entering industry.,"I am considering applying to a PhD program instead of entering industry. The outcome is uncertain. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering applying to a PhD program instead of entering industry. There is a 70% chance that it will lead to a positive education or career outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering applying to a PhD program instead of entering industry. There is a 30% chance that it will not lead to a positive education or career outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}",career path,career path uncertainty,probability_equivalence
E016,education_career,I am considering changing research topics close to a deadline.,"I am considering changing research topics close to a deadline. The outcome is uncertain. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering changing research topics close to a deadline. There is a 70% chance that it will lead to a positive education or career outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering changing research topics close to a deadline. There is a 30% chance that it will not lead to a positive education or career outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}",research planning,academic productivity risk,probability_equivalence
E017,education_career,I am considering dropping a course to focus on fewer subjects.,"I am considering dropping a course to focus on fewer subjects. The outcome is uncertain. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering dropping a course to focus on fewer subjects. There is a 70% chance that it will lead to a positive education or career outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering dropping a course to focus on fewer subjects. There is a 30% chance that it will not lead to a positive education or career outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}",course load,academic progress risk,probability_equivalence
E018,education_career,I am considering accepting a job outside my field to gain work experience.,"I am considering accepting a job outside my field to gain work experience. The outcome is uncertain. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering accepting a job outside my field to gain work experience. There is a 70% chance that it will lead to a positive education or career outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering accepting a job outside my field to gain work experience. There is a 30% chance that it will not lead to a positive education or career outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}",job choice,career alignment risk,probability_equivalence
E019,education_career,I am considering taking a leadership role while preparing for exams.,"I am considering taking a leadership role while preparing for exams. The outcome is uncertain. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering taking a leadership role while preparing for exams. There is a 70% chance that it will lead to a positive education or career outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering taking a leadership role while preparing for exams. There is a 30% chance that it will not lead to a positive education or career outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}",student leadership,time management risk,probability_equivalence
E020,education_career,I am considering studying abroad for one semester despite extra cost.,"I am considering studying abroad for one semester despite extra cost. The outcome is uncertain. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering studying abroad for one semester despite extra cost. There is a 70% chance that it will lead to a positive education or career outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering studying abroad for one semester despite extra cost. There is a 30% chance that it will not lead to a positive education or career outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}",study abroad,financial and academic risk,probability_equivalence
E021,education_career,I am considering choosing a thesis advisor with a demanding style.,"I am considering choosing a thesis advisor with a demanding style. The outcome is uncertain. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering choosing a thesis advisor with a demanding style. There is a 70% chance that it will lead to a positive education or career outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering choosing a thesis advisor with a demanding style. There is a 30% chance that it will not lead to a positive education or career outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}",advisor choice,mentorship risk,probability_equivalence
E022,education_career,I am considering submitting to a competitive conference instead of a safer venue.,"I am considering submitting to a competitive conference instead of a safer venue. The outcome is uncertain. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering submitting to a competitive conference instead of a safer venue. There is a 70% chance that it will lead to a positive education or career outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering submitting to a competitive conference instead of a safer venue. There is a 30% chance that it will not lead to a positive education or career outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}",publication strategy,publication risk,probability_equivalence
E023,education_career,I am considering retaking an exam to improve my score.,"I am considering retaking an exam to improve my score. The outcome is uncertain. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering retaking an exam to improve my score. There is a 70% chance that it will lead to a positive education or career outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering retaking an exam to improve my score. There is a 30% chance that it will not lead to a positive education or career outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}",exam strategy,time and outcome risk,probability_equivalence
E024,education_career,I am considering switching from coursework to a project-based program.,"I am considering switching from coursework to a project-based program. The outcome is uncertain. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering switching from coursework to a project-based program. There is a 70% chance that it will lead to a positive education or career outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering switching from coursework to a project-based program. There is a 30% chance that it will not lead to a positive education or career outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}",program choice,learning outcome risk,probability_equivalence
E025,education_career,I am considering taking a remote internship with limited supervision.,"I am considering taking a remote internship with limited supervision. The outcome is uncertain. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering taking a remote internship with limited supervision. There is a 70% chance that it will lead to a positive education or career outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering taking a remote internship with limited supervision. There is a 30% chance that it will not lead to a positive education or career outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}",internship,career learning risk,probability_equivalence
E026,education_career,I am considering leaving a comfortable role for a more challenging job.,"I am considering leaving a comfortable role for a more challenging job. The outcome is uncertain. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering leaving a comfortable role for a more challenging job. There is a 70% chance that it will lead to a positive education or career outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering leaving a comfortable role for a more challenging job. There is a 30% chance that it will not lead to a positive education or career outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}",career transition,career transition risk,probability_equivalence
E027,education_career,I am considering using savings to attend an international summer school.,"I am considering using savings to attend an international summer school. The outcome is uncertain. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering using savings to attend an international summer school. There is a 70% chance that it will lead to a positive education or career outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering using savings to attend an international summer school. There is a 30% chance that it will not lead to a positive education or career outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}",summer school,financial and academic payoff risk,probability_equivalence
E028,education_career,I am considering choosing a niche specialization with fewer job openings.,"I am considering choosing a niche specialization with fewer job openings. The outcome is uncertain. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering choosing a niche specialization with fewer job openings. There is a 70% chance that it will lead to a positive education or career outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering choosing a niche specialization with fewer job openings. There is a 30% chance that it will not lead to a positive education or career outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}",specialization,employment market risk,probability_equivalence
E029,education_career,I am considering declining a scholarship from a lower-ranked program.,"I am considering declining a scholarship from a lower-ranked program. The outcome is uncertain. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering declining a scholarship from a lower-ranked program. There is a 70% chance that it will lead to a positive education or career outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering declining a scholarship from a lower-ranked program. There is a 30% chance that it will not lead to a positive education or career outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}",school choice,education opportunity risk,probability_equivalence
E030,education_career,I am considering committing to an ambitious exam preparation plan.,"I am considering committing to an ambitious exam preparation plan. The outcome is uncertain. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering committing to an ambitious exam preparation plan. There is a 70% chance that it will lead to a positive education or career outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering committing to an ambitious exam preparation plan. There is a 30% chance that it will not lead to a positive education or career outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}",exam preparation,academic stress risk,probability_equivalence
E031,education_career,I am considering taking extra courses to graduate early.,"I am considering taking extra courses to graduate early. The outcome is uncertain. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering taking extra courses to graduate early. There is a 70% chance that it will lead to a positive education or career outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering taking extra courses to graduate early. There is a 30% chance that it will not lead to a positive education or career outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}",graduation planning,workload and academic risk,probability_equivalence
E032,education_career,I am considering pausing a job search to finish a portfolio project.,"I am considering pausing a job search to finish a portfolio project. The outcome is uncertain. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering pausing a job search to finish a portfolio project. There is a 70% chance that it will lead to a positive education or career outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering pausing a job search to finish a portfolio project. There is a 30% chance that it will not lead to a positive education or career outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}",career preparation,employment timing risk,probability_equivalence
E033,education_career,I am considering joining a lab with uncertain funding.,"I am considering joining a lab with uncertain funding. The outcome is uncertain. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering joining a lab with uncertain funding. There is a 70% chance that it will lead to a positive education or career outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering joining a lab with uncertain funding. There is a 30% chance that it will not lead to a positive education or career outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}",research opportunity,funding and career risk,probability_equivalence
E034,education_career,I am considering choosing an interdisciplinary program with unclear career paths.,"I am considering choosing an interdisciplinary program with unclear career paths. The outcome is uncertain. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering choosing an interdisciplinary program with unclear career paths. There is a 70% chance that it will lead to a positive education or career outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering choosing an interdisciplinary program with unclear career paths. There is a 30% chance that it will not lead to a positive education or career outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}",program choice,career clarity risk,probability_equivalence
E035,education_career,I am considering taking a lower-paid role for better mentorship.,"I am considering taking a lower-paid role for better mentorship. The outcome is uncertain. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering taking a lower-paid role for better mentorship. There is a 70% chance that it will lead to a positive education or career outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering taking a lower-paid role for better mentorship. There is a 30% chance that it will not lead to a positive education or career outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}",job choice,income and learning risk,probability_equivalence
